month, format: day,hour,forecast,풍속,하늘상태,6시간적설,강수형태,풍향,3시간기온,강수확률,일최저기온,습도,일최고기온,6시간강수량
4, 16,2300.0,31.0,,1.0,,0.0,90.0,20.0,0.0,,50.0,,
4, 16,2300.0,34.0,0.0,1.0,0.0,0.0,161.0,18.0,0.0,,55.0,,0.0
4, 16,2300.0,37.0,,1.0,,0.0,205.0,15.0,0.0,,70.0,,
4, 16,2300.0,40.0,0.0,1.0,0.0,0.0,252.0,13.0,0.0,,75.0,,0.0
4, 16,2300.0,43.0,,1.0,,0.0,275.0,12.0,0.0,,80.0,,
4, 16,2300.0,46.0,0.0,1.0,0.0,0.0,305.0,10.0,0.0,,80.0,,0.0
4, 16,2300.0,49.0,,1.0,,0.0,27.0,17.0,0.0,,50.0,,
4, 16,2300.0,52.0,0.0,1.0,0.0,0.0,218.0,22.0,0.0,,30.0,,0.0
4, 16,2300.0,55.0,,1.0,,0.0,325.0,24.0,0.0,,30.0,,
4, 16,2300.0,58.0,0.0,1.0,0.0,0.0,307.0,21.0,0.0,,45.0,,0.0
4, 16,2300.0,61.0,,1.0,,0.0,330.0,17.0,0.0,,60.0,,
4, 16,2300.0,64.0,0.0,1.0,0.0,0.0,330.0,15.0,0.0,,65.0,,0.0
4, 17,200.0,4.0,,2.0,,0.0,92.0,16.0,10.0,9.0,60.0,17.0,
4, 17,200.0,7.0,0.0,2.0,0.0,0.0,110.0,14.0,10.0,10.0,70.0,21.0,0.0
4, 17,200.0,10.0,,1.0,,0.0,223.0,12.0,0.0,,85.0,24.0,
4, 17,200.0,13.0,0.0,1.0,0.0,0.0,317.0,11.0,0.0,,90.0,,0.0
4, 17,200.0,16.0,,1.0,,0.0,307.0,10.0,0.0,,90.0,,
4, 17,200.0,19.0,0.0,1.0,0.0,0.0,304.0,9.0,0.0,,90.0,,0.0
4, 17,200.0,22.0,,1.0,,0.0,350.0,15.0,0.0,,60.0,,
4, 17,200.0,25.0,0.0,1.0,0.0,0.0,60.0,19.0,0.0,,45.0,,0.0
4, 17,200.0,28.0,,1.0,,0.0,90.0,20.0,0.0,,50.0,,
4, 17,200.0,31.0,0.0,1.0,0.0,0.0,161.0,18.0,0.0,,55.0,,0.0
4, 17,200.0,34.0,,1.0,,0.0,205.0,15.0,0.0,,70.0,,
4, 17,200.0,37.0,0.0,1.0,0.0,0.0,252.0,13.0,0.0,,75.0,,0.0
4, 17,200.0,40.0,,1.0,,0.0,275.0,12.0,0.0,,80.0,,
4, 17,200.0,43.0,0.0,1.0,0.0,0.0,305.0,10.0,0.0,,80.0,,0.0
4, 17,200.0,46.0,,1.0,,0.0,27.0,17.0,0.0,,50.0,,
4, 17,200.0,49.0,0.0,1.0,0.0,0.0,218.0,22.0,0.0,,30.0,,0.0
4, 17,200.0,52.0,,1.0,,0.0,325.0,24.0,0.0,,30.0,,
4, 17,200.0,55.0,0.0,1.0,0.0,0.0,307.0,21.0,0.0,,45.0,,0.0
4, 17,200.0,58.0,,1.0,,0.0,330.0,17.0,0.0,,60.0,,
4, 17,200.0,61.0,0.0,1.0,0.0,0.0,330.0,15.0,0.0,,65.0,,0.0
4, 17,500.0,4.0,0.0,2.0,0.0,0.0,110.0,14.0,10.0,9.0,70.0,21.0,0.0
4, 17,500.0,7.0,,1.0,,0.0,223.0,12.0,0.0,10.0,85.0,24.0,
4, 17,500.0,10.0,0.0,1.0,0.0,0.0,317.0,11.0,0.0,,90.0,,0.0
4, 17,500.0,13.0,,1.0,,0.0,307.0,10.0,0.0,,90.0,,
4, 17,500.0,16.0,0.0,1.0,0.0,0.0,304.0,9.0,0.0,,90.0,,0.0
4, 17,500.0,19.0,,1.0,,0.0,350.0,15.0,0.0,,60.0,,
4, 17,500.0,22.0,0.0,1.0,0.0,0.0,60.0,19.0,0.0,,45.0,,0.0
4, 17,500.0,25.0,,1.0,,0.0,90.0,20.0,0.0,,50.0,,
4, 17,500.0,28.0,0.0,1.0,0.0,0.0,161.0,18.0,0.0,,55.0,,0.0
4, 17,500.0,31.0,,1.0,,0.0,205.0,15.0,0.0,,70.0,,
4, 17,500.0,34.0,0.0,1.0,0.0,0.0,252.0,13.0,0.0,,75.0,,0.0
4, 17,500.0,37.0,,1.0,,0.0,275.0,12.0,0.0,,80.0,,
4, 17,500.0,40.0,0.0,1.0,0.0,0.0,305.0,10.0,0.0,,80.0,,0.0
4, 17,500.0,43.0,,1.0,,0.0,27.0,17.0,0.0,,50.0,,
4, 17,500.0,46.0,0.0,1.0,0.0,0.0,218.0,22.0,0.0,,30.0,,0.0
4, 17,500.0,49.0,,1.0,,0.0,325.0,24.0,0.0,,30.0,,
4, 17,500.0,52.0,0.0,1.0,0.0,0.0,307.0,21.0,0.0,,45.0,,0.0
4, 17,500.0,55.0,,1.0,,0.0,330.0,17.0,0.0,,60.0,,
4, 17,500.0,58.0,0.0,1.0,0.0,0.0,330.0,15.0,0.0,,65.0,,0.0
4, 17,800.0,4.0,,1.0,,0.0,210.0,12.0,0.0,9.0,85.0,22.0,
4, 17,800.0,7.0,0.0,1.0,0.0,0.0,284.0,11.0,0.0,10.0,85.0,25.0,0.0
4, 17,800.0,10.0,,1.0,,0.0,306.0,10.0,0.0,,85.0,,
4, 17,800.0,13.0,0.0,1.0,0.0,0.0,298.0,9.0,0.0,,90.0,,0.0
4, 17,800.0,16.0,,1.0,,0.0,331.0,15.0,0.0,,55.0,,
4, 17,800.0,19.0,0.0,1.0,0.0,0.0,354.0,20.0,0.0,,45.0,,0.0
4, 17,800.0,22.0,,1.0,,0.0,96.0,20.0,0.0,,45.0,,
4, 17,800.0,25.0,0.0,1.0,0.0,0.0,159.0,18.0,0.0,,55.0,,0.0
4, 17,800.0,28.0,,1.0,,0.0,212.0,15.0,0.0,,70.0,,
4, 17,800.0,31.0,0.0,1.0,0.0,0.0,258.0,13.0,0.0,,75.0,,0.0
4, 17,800.0,34.0,,1.0,,0.0,288.0,11.0,0.0,,80.0,,
4, 17,800.0,37.0,0.0,1.0,0.0,0.0,315.0,10.0,0.0,,80.0,,0.0
4, 17,800.0,40.0,,1.0,,0.0,90.0,17.0,0.0,,50.0,,
4, 17,800.0,43.0,0.0,1.0,0.0,0.0,299.0,22.0,0.0,,35.0,,0.0
4, 17,800.0,46.0,,1.0,,0.0,291.0,24.0,0.0,,30.0,,
4, 17,800.0,49.0,0.0,1.0,0.0,0.0,304.0,21.0,0.0,,45.0,,0.0
4, 17,800.0,52.0,,1.0,,0.0,343.0,18.0,0.0,,60.0,,
4, 17,800.0,55.0,0.0,1.0,0.0,0.0,317.0,16.0,0.0,,60.0,,0.0
4, 17,1100.0,4.0,0.0,1.0,0.0,0.0,284.0,11.0,0.0,9.0,85.0,22.0,0.0
4, 17,1100.0,7.0,,1.0,,0.0,306.0,10.0,0.0,10.0,85.0,25.0,
4, 17,1100.0,10.0,0.0,1.0,0.0,0.0,298.0,9.0,0.0,,90.0,,0.0
4, 17,1100.0,13.0,,1.0,,0.0,331.0,15.0,0.0,,55.0,,
4, 17,1100.0,16.0,0.0,1.0,0.0,0.0,354.0,20.0,0.0,,45.0,,0.0
4, 17,1100.0,19.0,,1.0,,0.0,96.0,20.0,0.0,,45.0,,
4, 17,1100.0,22.0,0.0,1.0,0.0,0.0,159.0,18.0,0.0,,55.0,,0.0
4, 17,1100.0,25.0,,1.0,,0.0,212.0,15.0,0.0,,70.0,,
4, 17,1100.0,28.0,0.0,1.0,0.0,0.0,258.0,13.0,0.0,,75.0,,0.0
4, 17,1100.0,31.0,,1.0,,0.0,288.0,11.0,0.0,,80.0,,
4, 17,1100.0,34.0,0.0,1.0,0.0,0.0,315.0,10.0,0.0,,80.0,,0.0
4, 17,1100.0,37.0,,1.0,,0.0,90.0,17.0,0.0,,50.0,,
4, 17,1100.0,40.0,0.0,1.0,0.0,0.0,299.0,22.0,0.0,,35.0,,0.0
4, 17,1100.0,43.0,,1.0,,0.0,291.0,24.0,0.0,,30.0,,
4, 17,1100.0,46.0,0.0,1.0,0.0,0.0,304.0,21.0,0.0,,45.0,,0.0
4, 17,1100.0,49.0,,1.0,,0.0,343.0,18.0,0.0,,60.0,,
4, 17,1100.0,52.0,0.0,1.0,0.0,0.0,317.0,16.0,0.0,,60.0,,0.0
4, 17,1400.0,4.0,,1.0,,0.0,306.0,10.0,0.0,9.0,85.0,22.0,
4, 17,1400.0,7.0,0.0,1.0,0.0,0.0,298.0,9.0,0.0,10.0,90.0,25.0,0.0
4, 17,1400.0,10.0,,1.0,,0.0,331.0,15.0,0.0,,55.0,,
4, 17,1400.0,13.0,0.0,1.0,0.0,0.0,354.0,20.0,0.0,,45.0,,0.0
4, 17,1400.0,16.0,,1.0,,0.0,96.0,20.0,0.0,,45.0,,
4, 17,1400.0,19.0,0.0,1.0,0.0,0.0,159.0,18.0,0.0,,55.0,,0.0
4, 17,1400.0,22.0,,1.0,,0.0,212.0,15.0,0.0,,70.0,,
4, 17,1400.0,25.0,0.0,1.0,0.0,0.0,258.0,13.0,0.0,,75.0,,0.0
4, 17,1400.0,28.0,,1.0,,0.0,288.0,11.0,0.0,,80.0,,
4, 17,1400.0,31.0,0.0,1.0,0.0,0.0,315.0,10.0,0.0,,80.0,,0.0
4, 17,1400.0,34.0,,1.0,,0.0,90.0,17.0,0.0,,50.0,,
4, 17,1400.0,37.0,0.0,1.0,0.0,0.0,299.0,22.0,0.0,,35.0,,0.0
4, 17,1400.0,40.0,,1.0,,0.0,291.0,24.0,0.0,,30.0,,
4, 17,1400.0,43.0,0.0,1.0,0.0,0.0,304.0,21.0,0.0,,45.0,,0.0
4, 17,1400.0,46.0,,1.0,,0.0,343.0,18.0,0.0,,60.0,,
4, 17,1400.0,49.0,0.0,1.0,0.0,0.0,317.0,16.0,0.0,,60.0,,0.0
4, 17,1700.0,4.0,0.0,1.0,0.0,0.0,298.0,9.0,0.0,9.0,90.0,22.0,0.0
4, 17,1700.0,7.0,,1.0,,0.0,331.0,15.0,0.0,10.0,55.0,25.0,
4, 17,1700.0,10.0,0.0,1.0,0.0,0.0,354.0,20.0,0.0,,45.0,,0.0
4, 17,1700.0,13.0,,1.0,,0.0,96.0,20.0,0.0,,45.0,,
4, 17,1700.0,16.0,0.0,1.0,0.0,0.0,159.0,18.0,0.0,,55.0,,0.0
4, 17,1700.0,19.0,,1.0,,0.0,212.0,15.0,0.0,,70.0,,
4, 17,1700.0,22.0,0.0,1.0,0.0,0.0,258.0,13.0,0.0,,75.0,,0.0
4, 17,1700.0,25.0,,1.0,,0.0,288.0,11.0,0.0,,80.0,,
4, 17,1700.0,28.0,0.0,1.0,0.0,0.0,315.0,10.0,0.0,,80.0,,0.0
4, 17,1700.0,31.0,,1.0,,0.0,90.0,17.0,0.0,,50.0,,
4, 17,1700.0,34.0,0.0,1.0,0.0,0.0,299.0,22.0,0.0,,35.0,,0.0
4, 17,1700.0,37.0,,1.0,,0.0,291.0,24.0,0.0,,30.0,,
4, 17,1700.0,40.0,0.0,1.0,0.0,0.0,304.0,21.0,0.0,,45.0,,0.0
4, 17,1700.0,43.0,,1.0,,0.0,343.0,18.0,0.0,,60.0,,
4, 17,1700.0,46.0,0.0,1.0,0.0,0.0,317.0,16.0,0.0,,60.0,,0.0
4, 17,2000.0,4.0,,1.0,,0.0,342.0,16.0,0.0,10.0,55.0,21.0,
4, 17,2000.0,7.0,0.0,1.0,0.0,0.0,14.0,20.0,0.0,12.0,45.0,25.0,0.0
4, 17,2000.0,10.0,,1.0,,0.0,164.0,20.0,0.0,,45.0,22.0,
4, 17,2000.0,13.0,0.0,1.0,0.0,0.0,174.0,18.0,0.0,,55.0,,0.0
4, 17,2000.0,16.0,,1.0,,0.0,217.0,15.0,0.0,,65.0,,
4, 17,2000.0,19.0,0.0,1.0,0.0,0.0,266.0,13.0,0.0,,75.0,,0.0
4, 17,2000.0,22.0,,1.0,,0.0,307.0,12.0,0.0,,80.0,,
4, 17,2000.0,25.0,0.0,1.0,0.0,0.0,326.0,10.0,0.0,,80.0,,0.0
4, 17,2000.0,28.0,,1.0,,0.0,90.0,17.0,0.0,,50.0,,
4, 17,2000.0,31.0,0.0,1.0,0.0,0.0,210.0,23.0,0.0,,30.0,,0.0
4, 17,2000.0,34.0,,1.0,,0.0,290.0,24.0,0.0,,30.0,,
4, 17,2000.0,37.0,0.0,1.0,0.0,0.0,332.0,21.0,0.0,,45.0,,0.0
4, 17,2000.0,40.0,,1.0,,0.0,337.0,18.0,0.0,,55.0,,
4, 17,2000.0,43.0,0.0,1.0,0.0,0.0,11.0,16.0,0.0,,65.0,,0.0
4, 17,2000.0,46.0,,1.0,,0.0,322.0,14.0,0.0,,70.0,,
4, 17,2000.0,49.0,0.0,1.0,0.0,0.0,310.0,13.0,0.0,,75.0,,0.0
4, 17,2000.0,52.0,,1.0,,0.0,18.0,18.0,0.0,,60.0,,
4, 17,2000.0,55.0,0.0,1.0,0.0,0.0,88.0,21.0,0.0,,50.0,,0.0
4, 17,2000.0,58.0,,1.0,,0.0,113.0,21.0,0.0,,50.0,,
4, 17,2000.0,61.0,0.0,1.0,0.0,0.0,136.0,18.0,0.0,,60.0,,0.0
4, 17,2000.0,64.0,,1.0,,0.0,188.0,16.0,0.0,,70.0,,
4, 17,2000.0,67.0,0.0,1.0,0.0,0.0,214.0,14.0,0.0,,70.0,,0.0
4, 17,2300.0,4.0,0.0,1.0,0.0,0.0,14.0,20.0,0.0,10.0,45.0,21.0,0.0
4, 17,2300.0,7.0,,1.0,,0.0,164.0,20.0,0.0,12.0,45.0,25.0,
4, 17,2300.0,10.0,0.0,1.0,0.0,0.0,174.0,18.0,0.0,,55.0,22.0,0.0
4, 17,2300.0,13.0,,1.0,,0.0,217.0,15.0,0.0,,65.0,,
4, 17,2300.0,16.0,0.0,1.0,0.0,0.0,266.0,13.0,0.0,,75.0,,0.0
4, 17,2300.0,19.0,,1.0,,0.0,307.0,12.0,0.0,,80.0,,
4, 17,2300.0,22.0,0.0,1.0,0.0,0.0,326.0,10.0,0.0,,80.0,,0.0
4, 17,2300.0,25.0,,1.0,,0.0,90.0,17.0,0.0,,50.0,,
4, 17,2300.0,28.0,0.0,1.0,0.0,0.0,210.0,23.0,0.0,,30.0,,0.0
4, 17,2300.0,31.0,,1.0,,0.0,290.0,24.0,0.0,,30.0,,
4, 17,2300.0,34.0,0.0,1.0,0.0,0.0,332.0,21.0,0.0,,45.0,,0.0
4, 17,2300.0,37.0,,1.0,,0.0,337.0,18.0,0.0,,55.0,,
4, 17,2300.0,40.0,0.0,1.0,0.0,0.0,11.0,16.0,0.0,,65.0,,0.0
4, 17,2300.0,43.0,,1.0,,0.0,322.0,14.0,0.0,,70.0,,
4, 17,2300.0,46.0,0.0,1.0,0.0,0.0,310.0,13.0,0.0,,75.0,,0.0
4, 17,2300.0,49.0,,1.0,,0.0,18.0,18.0,0.0,,60.0,,
4, 17,2300.0,52.0,0.0,1.0,0.0,0.0,88.0,21.0,0.0,,50.0,,0.0
4, 17,2300.0,55.0,,1.0,,0.0,113.0,21.0,0.0,,50.0,,
4, 17,2300.0,58.0,0.0,1.0,0.0,0.0,136.0,18.0,0.0,,60.0,,0.0
4, 17,2300.0,61.0,,1.0,,0.0,188.0,16.0,0.0,,70.0,,
4, 17,2300.0,64.0,0.0,1.0,0.0,0.0,214.0,14.0,0.0,,70.0,,0.0
4, 18,200.0,4.0,,1.0,,0.0,164.0,20.0,0.0,10.0,45.0,21.0,
4, 18,200.0,7.0,0.0,1.0,0.0,0.0,174.0,18.0,0.0,12.0,55.0,25.0,0.0
4, 18,200.0,10.0,,1.0,,0.0,217.0,15.0,0.0,,65.0,22.0,
4, 18,200.0,13.0,0.0,1.0,0.0,0.0,266.0,13.0,0.0,,75.0,,0.0
4, 18,200.0,16.0,,1.0,,0.0,307.0,12.0,0.0,,80.0,,
4, 18,200.0,19.0,0.0,1.0,0.0,0.0,326.0,10.0,0.0,,80.0,,0.0
4, 18,200.0,22.0,,1.0,,0.0,90.0,17.0,0.0,,50.0,,
4, 18,200.0,25.0,0.0,1.0,0.0,0.0,210.0,23.0,0.0,,30.0,,0.0
4, 18,200.0,28.0,,1.0,,0.0,290.0,24.0,0.0,,30.0,,
4, 18,200.0,31.0,0.0,1.0,0.0,0.0,332.0,21.0,0.0,,45.0,,0.0
4, 18,200.0,34.0,,1.0,,0.0,337.0,18.0,0.0,,55.0,,
4, 18,200.0,37.0,0.0,1.0,0.0,0.0,11.0,16.0,0.0,,65.0,,0.0
4, 18,200.0,40.0,,1.0,,0.0,322.0,14.0,0.0,,70.0,,
4, 18,200.0,43.0,0.0,1.0,0.0,0.0,310.0,13.0,0.0,,75.0,,0.0
4, 18,200.0,46.0,,1.0,,0.0,18.0,18.0,0.0,,60.0,,
4, 18,200.0,49.0,0.0,1.0,0.0,0.0,88.0,21.0,0.0,,50.0,,0.0
4, 18,200.0,52.0,,1.0,,0.0,113.0,21.0,0.0,,50.0,,
4, 18,200.0,55.0,0.0,1.0,0.0,0.0,136.0,18.0,0.0,,60.0,,0.0
4, 18,200.0,58.0,,1.0,,0.0,188.0,16.0,0.0,,70.0,,
4, 18,200.0,61.0,0.0,1.0,0.0,0.0,214.0,14.0,0.0,,70.0,,0.0
4, 18,500.0,4.0,0.0,1.0,0.0,0.0,174.0,18.0,0.0,10.0,55.0,25.0,0.0
4, 18,500.0,7.0,,1.0,,0.0,217.0,15.0,0.0,12.0,65.0,22.0,
4, 18,500.0,10.0,0.0,1.0,0.0,0.0,266.0,13.0,0.0,,75.0,,0.0
4, 18,500.0,13.0,,1.0,,0.0,307.0,12.0,0.0,,80.0,,
4, 18,500.0,16.0,0.0,1.0,0.0,0.0,326.0,10.0,0.0,,80.0,,0.0
4, 18,500.0,19.0,,1.0,,0.0,90.0,17.0,0.0,,50.0,,
4, 18,500.0,22.0,0.0,1.0,0.0,0.0,210.0,23.0,0.0,,30.0,,0.0
4, 18,500.0,25.0,,1.0,,0.0,290.0,24.0,0.0,,30.0,,
4, 18,500.0,28.0,0.0,1.0,0.0,0.0,332.0,21.0,0.0,,45.0,,0.0
4, 18,500.0,31.0,,1.0,,0.0,337.0,18.0,0.0,,55.0,,
4, 18,500.0,34.0,0.0,1.0,0.0,0.0,11.0,16.0,0.0,,65.0,,0.0
4, 18,500.0,37.0,,1.0,,0.0,322.0,14.0,0.0,,70.0,,
4, 18,500.0,40.0,0.0,1.0,0.0,0.0,310.0,13.0,0.0,,75.0,,0.0
4, 18,500.0,43.0,,1.0,,0.0,18.0,18.0,0.0,,60.0,,
4, 18,500.0,46.0,0.0,1.0,0.0,0.0,88.0,21.0,0.0,,50.0,,0.0
4, 18,500.0,49.0,,1.0,,0.0,113.0,21.0,0.0,,50.0,,
4, 18,500.0,52.0,0.0,1.0,0.0,0.0,136.0,18.0,0.0,,60.0,,0.0
4, 18,500.0,55.0,,1.0,,0.0,188.0,16.0,0.0,,70.0,,
4, 18,500.0,58.0,0.0,1.0,0.0,0.0,214.0,14.0,0.0,,70.0,,0.0
4, 18,800.0,4.0,,1.0,,0.0,224.0,15.0,0.0,10.0,65.0,26.0,
4, 18,800.0,7.0,0.0,1.0,0.0,0.0,256.0,13.0,0.0,12.0,75.0,23.0,0.0
4, 18,800.0,10.0,,1.0,,0.0,280.0,12.0,0.0,,80.0,,
4, 18,800.0,13.0,0.0,1.0,0.0,0.0,328.0,10.0,0.0,,85.0,,0.0
4, 18,800.0,16.0,,1.0,,0.0,225.0,17.0,0.0,,55.0,,
4, 18,800.0,19.0,0.0,1.0,0.0,0.0,262.0,23.0,0.0,,35.0,,0.0
4, 18,800.0,22.0,,1.0,,0.0,288.0,24.0,0.0,,30.0,,
4, 18,800.0,25.0,0.0,1.0,0.0,0.0,324.0,21.0,0.0,,45.0,,0.0
4, 18,800.0,28.0,,1.0,,0.0,12.0,17.0,0.0,,60.0,,
4, 18,800.0,31.0,0.0,1.0,0.0,0.0,5.0,16.0,0.0,,65.0,,0.0
4, 18,800.0,34.0,,1.0,,0.0,315.0,14.0,0.0,,70.0,,
4, 18,800.0,37.0,0.0,1.0,0.0,0.0,300.0,13.0,0.0,,80.0,,0.0
4, 18,800.0,40.0,,1.0,,0.0,8.0,18.0,0.0,,55.0,,
4, 18,800.0,43.0,0.0,1.0,0.0,0.0,107.0,22.0,0.0,,50.0,,0.0
4, 18,800.0,46.0,,1.0,,0.0,118.0,21.0,0.0,,55.0,,
4, 18,800.0,49.0,0.0,1.0,0.0,0.0,147.0,18.0,0.0,,60.0,,0.0
4, 18,800.0,52.0,,1.0,,0.0,201.0,16.0,0.0,,75.0,,
4, 18,800.0,55.0,0.0,1.0,0.0,0.0,214.0,15.0,0.0,,75.0,,0.0
4, 18,1100.0,4.0,0.0,1.0,0.0,0.0,256.0,13.0,0.0,10.0,75.0,26.0,0.0
4, 18,1100.0,7.0,,1.0,,0.0,280.0,12.0,0.0,12.0,80.0,23.0,
4, 18,1100.0,10.0,0.0,1.0,0.0,0.0,328.0,10.0,0.0,,85.0,,0.0
4, 18,1100.0,13.0,,1.0,,0.0,225.0,17.0,0.0,,55.0,,
4, 18,1100.0,16.0,0.0,1.0,0.0,0.0,262.0,23.0,0.0,,35.0,,0.0
4, 18,1100.0,19.0,,1.0,,0.0,288.0,24.0,0.0,,30.0,,
4, 18,1100.0,22.0,0.0,1.0,0.0,0.0,324.0,21.0,0.0,,45.0,,0.0
4, 18,1100.0,25.0,,1.0,,0.0,12.0,17.0,0.0,,60.0,,
4, 18,1100.0,28.0,0.0,1.0,0.0,0.0,5.0,16.0,0.0,,65.0,,0.0
4, 18,1100.0,31.0,,1.0,,0.0,315.0,14.0,0.0,,70.0,,
4, 18,1100.0,34.0,0.0,1.0,0.0,0.0,300.0,13.0,0.0,,80.0,,0.0
4, 18,1100.0,37.0,,1.0,,0.0,8.0,18.0,0.0,,55.0,,
4, 18,1100.0,40.0,0.0,1.0,0.0,0.0,107.0,22.0,0.0,,50.0,,0.0
4, 18,1100.0,43.0,,1.0,,0.0,118.0,21.0,0.0,,55.0,,
4, 18,1100.0,46.0,0.0,1.0,0.0,0.0,147.0,18.0,0.0,,60.0,,0.0
4, 18,1100.0,49.0,,1.0,,0.0,201.0,16.0,0.0,,75.0,,
4, 18,1100.0,52.0,0.0,1.0,0.0,0.0,214.0,15.0,0.0,,75.0,,0.0
4, 18,1400.0,4.0,,1.0,,0.0,280.0,12.0,0.0,10.0,80.0,26.0,
4, 18,1400.0,7.0,0.0,1.0,0.0,0.0,328.0,10.0,0.0,12.0,85.0,23.0,0.0
4, 18,1400.0,10.0,,1.0,,0.0,225.0,17.0,0.0,,55.0,,
4, 18,1400.0,13.0,0.0,1.0,0.0,0.0,262.0,23.0,0.0,,35.0,,0.0
4, 18,1400.0,16.0,,1.0,,0.0,288.0,24.0,0.0,,30.0,,
4, 18,1400.0,19.0,0.0,1.0,0.0,0.0,324.0,21.0,0.0,,45.0,,0.0
4, 18,1400.0,22.0,,1.0,,0.0,12.0,17.0,0.0,,60.0,,
4, 18,1400.0,25.0,0.0,1.0,0.0,0.0,5.0,16.0,0.0,,65.0,,0.0
4, 18,1400.0,28.0,,1.0,,0.0,315.0,14.0,0.0,,70.0,,
4, 18,1400.0,31.0,0.0,1.0,0.0,0.0,300.0,13.0,0.0,,80.0,,0.0
4, 18,1400.0,34.0,,1.0,,0.0,8.0,18.0,0.0,,55.0,,
4, 18,1400.0,37.0,0.0,1.0,0.0,0.0,107.0,22.0,0.0,,50.0,,0.0
4, 18,1400.0,40.0,,1.0,,0.0,118.0,21.0,0.0,,55.0,,
4, 18,1400.0,43.0,0.0,1.0,0.0,0.0,147.0,18.0,0.0,,60.0,,0.0
4, 18,1400.0,46.0,,1.0,,0.0,201.0,16.0,0.0,,75.0,,
4, 18,1400.0,49.0,0.0,1.0,0.0,0.0,214.0,15.0,0.0,,75.0,,0.0
4, 18,1700.0,4.0,0.0,1.0,0.0,0.0,328.0,10.0,0.0,10.0,85.0,26.0,0.0
4, 18,1700.0,7.0,,1.0,,0.0,225.0,17.0,0.0,12.0,55.0,23.0,
4, 18,1700.0,10.0,0.0,1.0,0.0,0.0,262.0,23.0,0.0,,35.0,,0.0
4, 18,1700.0,13.0,,1.0,,0.0,288.0,24.0,0.0,,30.0,,
4, 18,1700.0,16.0,0.0,1.0,0.0,0.0,324.0,21.0,0.0,,45.0,,0.0
4, 18,1700.0,19.0,,1.0,,0.0,12.0,17.0,0.0,,60.0,,
4, 18,1700.0,22.0,0.0,1.0,0.0,0.0,5.0,16.0,0.0,,65.0,,0.0
4, 18,1700.0,25.0,,1.0,,0.0,315.0,14.0,0.0,,70.0,,
4, 18,1700.0,28.0,0.0,1.0,0.0,0.0,300.0,13.0,0.0,,80.0,,0.0
4, 18,1700.0,31.0,,1.0,,0.0,8.0,18.0,0.0,,55.0,,
4, 18,1700.0,34.0,0.0,1.0,0.0,0.0,107.0,22.0,0.0,,50.0,,0.0
4, 18,1700.0,37.0,,1.0,,0.0,118.0,21.0,0.0,,55.0,,
4, 18,1700.0,40.0,0.0,1.0,0.0,0.0,147.0,18.0,0.0,,60.0,,0.0
4, 18,1700.0,43.0,,1.0,,0.0,201.0,16.0,0.0,,75.0,,
4, 18,1700.0,46.0,0.0,1.0,0.0,0.0,214.0,15.0,0.0,,75.0,,0.0
4, 18,2000.0,4.0,,1.0,,0.0,24.0,17.0,0.0,13.0,55.0,26.0,
4, 18,2000.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,13.0,35.0,24.0,0.0
4, 18,2000.0,10.0,,1.0,,0.0,272.0,24.0,0.0,,30.0,26.0,
4, 18,2000.0,13.0,0.0,1.0,0.0,0.0,279.0,21.0,0.0,,50.0,,0.0
4, 18,2000.0,16.0,,1.0,,0.0,17.0,17.0,0.0,,65.0,,
4, 18,2000.0,19.0,0.0,1.0,0.0,0.0,18.0,16.0,0.0,,65.0,,0.0
4, 18,2000.0,22.0,,1.0,,0.0,318.0,14.0,0.0,,70.0,,
4, 18,2000.0,25.0,0.0,1.0,0.0,0.0,309.0,13.0,0.0,,75.0,,0.0
4, 18,2000.0,28.0,,1.0,,0.0,360.0,19.0,0.0,,55.0,,
4, 18,2000.0,31.0,0.0,1.0,0.0,0.0,128.0,22.0,0.0,,45.0,,0.0
4, 18,2000.0,34.0,,1.0,,0.0,147.0,22.0,0.0,,50.0,,
4, 18,2000.0,37.0,0.0,1.0,0.0,0.0,162.0,19.0,0.0,,60.0,,0.0
4, 18,2000.0,40.0,,1.0,,0.0,198.0,17.0,0.0,,75.0,,
4, 18,2000.0,43.0,0.0,1.0,0.0,0.0,218.0,16.0,0.0,,75.0,,0.0
4, 18,2000.0,46.0,,1.0,,0.0,246.0,14.0,0.0,,75.0,,
4, 18,2000.0,49.0,0.0,1.0,0.0,0.0,270.0,13.0,0.0,,80.0,,0.0
4, 18,2000.0,52.0,,1.0,,0.0,210.0,20.0,0.0,,50.0,,
4, 18,2000.0,55.0,0.0,1.0,0.0,0.0,234.0,24.0,0.0,,40.0,,0.0
4, 18,2000.0,58.0,,1.0,,0.0,223.0,25.0,0.0,,40.0,,
4, 18,2000.0,61.0,0.0,1.0,0.0,0.0,217.0,21.0,0.0,,45.0,,0.0
4, 18,2000.0,64.0,,2.0,,0.0,210.0,18.0,10.0,,55.0,,
4, 18,2000.0,67.0,0.0,2.0,0.0,0.0,247.0,16.0,10.0,,70.0,,0.0
4, 18,2300.0,4.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,13.0,35.0,26.0,0.0
4, 18,2300.0,7.0,,1.0,,0.0,272.0,24.0,0.0,13.0,30.0,24.0,
4, 18,2300.0,10.0,0.0,1.0,0.0,0.0,279.0,21.0,0.0,,50.0,26.0,0.0
