month, format: day,hour,forecast,일최고기온,6시간강수량,풍속,강수형태,3시간기온,하늘상태,6시간적설,풍향,일최저기온,강수확률,습도
5, 23,500.0,22.0,,10.0,5.9,0.0,18.0,4.0,0.0,247.0,,30.0,85.0
5, 23,500.0,25.0,,,6.9,0.0,19.0,4.0,,269.0,,30.0,75.0
5, 23,500.0,28.0,,0.0,5.1,0.0,17.0,1.0,0.0,269.0,,0.0,80.0
5, 23,500.0,31.0,,,2.6,0.0,14.0,3.0,,266.0,,20.0,90.0
5, 23,500.0,34.0,,0.0,1.6,0.0,13.0,1.0,0.0,256.0,,0.0,95.0
5, 23,500.0,37.0,,,1.6,0.0,13.0,3.0,,255.0,,20.0,95.0
5, 23,500.0,40.0,,0.0,1.4,0.0,13.0,1.0,0.0,253.0,,0.0,95.0
5, 23,500.0,43.0,,,1.6,0.0,16.0,1.0,,252.0,,0.0,85.0
5, 23,500.0,46.0,,0.0,2.2,0.0,20.0,1.0,0.0,267.0,,0.0,70.0
5, 23,500.0,49.0,,,3.2,0.0,21.0,1.0,,279.0,,0.0,70.0
5, 23,500.0,52.0,,0.0,3.0,0.0,19.0,1.0,0.0,274.0,,0.0,75.0
5, 23,500.0,55.0,,,1.7,0.0,16.0,1.0,,257.0,,0.0,85.0
5, 23,500.0,58.0,,0.0,1.4,0.0,14.0,1.0,0.0,249.0,,0.0,90.0
5, 23,800.0,4.0,20.0,,1.9,0.0,18.0,1.0,,187.0,15.0,0.0,85.0
5, 23,800.0,7.0,22.0,0.0,2.8,0.0,17.0,1.0,0.0,185.0,12.0,0.0,85.0
5, 23,800.0,10.0,,,6.1,0.0,17.0,4.0,,198.0,,30.0,85.0
5, 23,800.0,13.0,,10.0,6.9,1.0,16.0,4.0,0.0,199.0,,70.0,90.0
5, 23,800.0,16.0,,,8.1,1.0,16.0,4.0,,221.0,,60.0,95.0
5, 23,800.0,19.0,,10.0,5.9,0.0,17.0,4.0,0.0,251.0,,30.0,85.0
5, 23,800.0,22.0,,,6.9,0.0,18.0,4.0,,269.0,,30.0,80.0
5, 23,800.0,25.0,,0.0,5.1,0.0,17.0,1.0,0.0,274.0,,0.0,80.0
5, 23,800.0,28.0,,,2.6,0.0,14.0,3.0,,270.0,,20.0,95.0
5, 23,800.0,31.0,,0.0,1.6,0.0,13.0,1.0,0.0,263.0,,0.0,95.0
5, 23,800.0,34.0,,,1.6,0.0,13.0,3.0,,255.0,,20.0,95.0
5, 23,800.0,37.0,,0.0,1.4,0.0,13.0,1.0,0.0,245.0,,0.0,95.0
5, 23,800.0,40.0,,,1.6,0.0,16.0,1.0,,235.0,,0.0,85.0
5, 23,800.0,43.0,,0.0,2.2,0.0,20.0,1.0,0.0,261.0,,0.0,75.0
5, 23,800.0,46.0,,,3.2,0.0,21.0,1.0,,286.0,,0.0,70.0
5, 23,800.0,49.0,,0.0,3.0,0.0,18.0,1.0,0.0,286.0,,0.0,75.0
5, 23,800.0,52.0,,,1.7,0.0,15.0,1.0,,283.0,,0.0,90.0
5, 23,800.0,55.0,,0.0,1.4,0.0,14.0,1.0,0.0,262.0,,0.0,90.0
5, 23,1100.0,4.0,20.0,0.0,2.8,0.0,17.0,1.0,0.0,185.0,15.0,0.0,85.0
5, 23,1100.0,7.0,22.0,,6.1,0.0,17.0,4.0,,198.0,12.0,30.0,85.0
5, 23,1100.0,10.0,,10.0,6.9,1.0,16.0,4.0,0.0,199.0,,70.0,90.0
5, 23,1100.0,13.0,,,8.1,1.0,16.0,4.0,,221.0,,60.0,95.0
5, 23,1100.0,16.0,,10.0,5.9,0.0,17.0,4.0,0.0,251.0,,30.0,85.0
5, 23,1100.0,19.0,,,6.9,0.0,18.0,4.0,,269.0,,30.0,80.0
5, 23,1100.0,22.0,,0.0,5.1,0.0,17.0,1.0,0.0,274.0,,0.0,80.0
5, 23,1100.0,25.0,,,2.6,0.0,14.0,3.0,,270.0,,20.0,95.0
5, 23,1100.0,28.0,,0.0,1.6,0.0,13.0,1.0,0.0,263.0,,0.0,95.0
5, 23,1100.0,31.0,,,1.6,0.0,13.0,3.0,,255.0,,20.0,95.0
5, 23,1100.0,34.0,,0.0,1.4,0.0,13.0,1.0,0.0,245.0,,0.0,95.0
5, 23,1100.0,37.0,,,1.6,0.0,16.0,1.0,,235.0,,0.0,85.0
5, 23,1100.0,40.0,,0.0,2.2,0.0,20.0,1.0,0.0,261.0,,0.0,75.0
5, 23,1100.0,43.0,,,3.2,0.0,21.0,1.0,,286.0,,0.0,70.0
5, 23,1100.0,46.0,,0.0,3.0,0.0,18.0,1.0,0.0,286.0,,0.0,75.0
5, 23,1100.0,49.0,,,1.7,0.0,15.0,1.0,,283.0,,0.0,90.0
5, 23,1100.0,52.0,,0.0,1.4,0.0,14.0,1.0,0.0,262.0,,0.0,90.0
5, 23,1400.0,4.0,20.0,,6.1,0.0,17.0,4.0,,198.0,15.0,30.0,85.0
5, 23,1400.0,7.0,22.0,10.0,6.9,1.0,16.0,4.0,0.0,199.0,12.0,70.0,90.0
5, 23,1400.0,10.0,,,8.1,1.0,16.0,4.0,,221.0,,60.0,95.0
5, 23,1400.0,13.0,,10.0,5.9,0.0,17.0,4.0,0.0,251.0,,30.0,85.0
5, 23,1400.0,16.0,,,6.9,0.0,18.0,4.0,,269.0,,30.0,80.0
5, 23,1400.0,19.0,,0.0,5.1,0.0,17.0,1.0,0.0,274.0,,0.0,80.0
5, 23,1400.0,22.0,,,2.6,0.0,14.0,3.0,,270.0,,20.0,95.0
5, 23,1400.0,25.0,,0.0,1.6,0.0,13.0,1.0,0.0,263.0,,0.0,95.0
5, 23,1400.0,28.0,,,1.6,0.0,13.0,3.0,,255.0,,20.0,95.0
5, 23,1400.0,31.0,,0.0,1.4,0.0,13.0,1.0,0.0,245.0,,0.0,95.0
5, 23,1400.0,34.0,,,1.6,0.0,16.0,1.0,,235.0,,0.0,85.0
5, 23,1400.0,37.0,,0.0,2.2,0.0,20.0,1.0,0.0,261.0,,0.0,75.0
5, 23,1400.0,40.0,,,3.2,0.0,21.0,1.0,,286.0,,0.0,70.0
5, 23,1400.0,43.0,,0.0,3.0,0.0,18.0,1.0,0.0,286.0,,0.0,75.0
5, 23,1400.0,46.0,,,1.7,0.0,15.0,1.0,,283.0,,0.0,90.0
5, 23,1400.0,49.0,,0.0,1.4,0.0,14.0,1.0,0.0,262.0,,0.0,90.0
5, 23,1700.0,4.0,20.0,10.0,6.9,1.0,16.0,4.0,0.0,199.0,15.0,70.0,90.0
5, 23,1700.0,7.0,22.0,,8.1,1.0,16.0,4.0,,221.0,12.0,60.0,95.0
5, 23,1700.0,10.0,,10.0,5.9,0.0,17.0,4.0,0.0,251.0,,30.0,85.0
5, 23,1700.0,13.0,,,6.9,0.0,18.0,4.0,,269.0,,30.0,80.0
5, 23,1700.0,16.0,,0.0,5.1,0.0,17.0,1.0,0.0,274.0,,0.0,80.0
5, 23,1700.0,19.0,,,2.6,0.0,14.0,3.0,,270.0,,20.0,95.0
5, 23,1700.0,22.0,,0.0,1.6,0.0,13.0,1.0,0.0,263.0,,0.0,95.0
5, 23,1700.0,25.0,,,1.6,0.0,13.0,3.0,,255.0,,20.0,95.0
5, 23,1700.0,28.0,,0.0,1.4,0.0,13.0,1.0,0.0,245.0,,0.0,95.0
5, 23,1700.0,31.0,,,1.6,0.0,16.0,1.0,,235.0,,0.0,85.0
5, 23,1700.0,34.0,,0.0,2.2,0.0,20.0,1.0,0.0,261.0,,0.0,75.0
5, 23,1700.0,37.0,,,3.2,0.0,21.0,1.0,,286.0,,0.0,70.0
5, 23,1700.0,40.0,,0.0,3.0,0.0,18.0,1.0,0.0,286.0,,0.0,75.0
5, 23,1700.0,43.0,,,1.7,0.0,15.0,1.0,,283.0,,0.0,90.0
5, 23,1700.0,46.0,,0.0,1.4,0.0,14.0,1.0,0.0,262.0,,0.0,90.0
5, 23,2000.0,4.0,19.0,,8.1,1.0,16.0,4.0,,233.0,13.0,60.0,95.0
5, 23,2000.0,7.0,22.0,10.0,5.9,0.0,17.0,4.0,0.0,274.0,13.0,30.0,85.0
5, 23,2000.0,10.0,23.0,,6.9,0.0,19.0,4.0,,286.0,,30.0,75.0
5, 23,2000.0,13.0,,0.0,5.1,0.0,17.0,1.0,0.0,280.0,,0.0,80.0
5, 23,2000.0,16.0,,,2.6,0.0,14.0,3.0,,272.0,,20.0,90.0
5, 23,2000.0,19.0,,0.0,1.6,0.0,13.0,1.0,0.0,267.0,,0.0,95.0
5, 23,2000.0,22.0,,,1.6,0.0,13.0,3.0,,274.0,,20.0,95.0
5, 23,2000.0,25.0,,0.0,1.4,0.0,13.0,1.0,0.0,278.0,,0.0,95.0
5, 23,2000.0,28.0,,,1.6,0.0,16.0,1.0,,266.0,,0.0,85.0
5, 23,2000.0,31.0,,0.0,2.2,0.0,20.0,1.0,0.0,273.0,,0.0,65.0
5, 23,2000.0,34.0,,,3.2,0.0,21.0,1.0,,282.0,,0.0,65.0
5, 23,2000.0,37.0,,0.0,3.0,0.0,19.0,1.0,0.0,280.0,,0.0,70.0
5, 23,2000.0,40.0,,,1.7,0.0,16.0,1.0,,276.0,,0.0,85.0
5, 23,2000.0,43.0,,0.0,1.4,0.0,14.0,1.0,0.0,270.0,,0.0,90.0
5, 23,2000.0,46.0,,,1.3,0.0,14.0,1.0,,274.0,,0.0,90.0
5, 23,2000.0,49.0,,0.0,1.3,0.0,14.0,1.0,0.0,204.0,,0.0,95.0
5, 23,2000.0,52.0,,,1.7,0.0,17.0,3.0,,180.0,,20.0,85.0
5, 23,2000.0,55.0,,0.0,2.4,0.0,22.0,3.0,0.0,217.0,,20.0,60.0
5, 23,2000.0,58.0,,,3.6,0.0,23.0,3.0,,256.0,,20.0,55.0
5, 23,2000.0,61.0,,0.0,3.3,0.0,20.0,3.0,0.0,254.0,,20.0,65.0
5, 23,2000.0,64.0,,,2.2,0.0,16.0,1.0,,242.0,,0.0,90.0
5, 23,2000.0,67.0,,0.0,1.9,0.0,15.0,1.0,0.0,240.0,,0.0,95.0
5, 23,2300.0,4.0,19.0,0.0,5.9,0.0,17.0,4.0,0.0,274.0,13.0,30.0,85.0
5, 23,2300.0,7.0,22.0,,6.9,0.0,19.0,4.0,,286.0,13.0,30.0,75.0
5, 23,2300.0,10.0,23.0,0.0,5.1,0.0,17.0,1.0,0.0,280.0,,0.0,80.0
5, 23,2300.0,13.0,,,2.6,0.0,14.0,3.0,,272.0,,20.0,90.0
5, 23,2300.0,16.0,,0.0,1.6,0.0,13.0,1.0,0.0,267.0,,0.0,95.0
5, 23,2300.0,19.0,,,1.6,0.0,13.0,3.0,,274.0,,20.0,95.0
5, 23,2300.0,22.0,,0.0,1.4,0.0,13.0,1.0,0.0,278.0,,0.0,95.0
5, 23,2300.0,25.0,,,1.6,0.0,16.0,1.0,,266.0,,0.0,85.0
5, 23,2300.0,28.0,,0.0,2.2,0.0,20.0,1.0,0.0,273.0,,0.0,65.0
5, 23,2300.0,31.0,,,3.2,0.0,21.0,1.0,,282.0,,0.0,65.0
5, 23,2300.0,34.0,,0.0,3.0,0.0,19.0,1.0,0.0,280.0,,0.0,70.0
5, 23,2300.0,37.0,,,1.7,0.0,16.0,1.0,,276.0,,0.0,85.0
5, 23,2300.0,40.0,,0.0,1.4,0.0,14.0,1.0,0.0,270.0,,0.0,90.0
5, 23,2300.0,43.0,,,1.3,0.0,14.0,1.0,,274.0,,0.0,90.0
5, 23,2300.0,46.0,,0.0,1.3,0.0,14.0,1.0,0.0,204.0,,0.0,95.0
5, 23,2300.0,49.0,,,1.7,0.0,17.0,3.0,,180.0,,20.0,85.0
5, 23,2300.0,52.0,,0.0,2.4,0.0,22.0,3.0,0.0,217.0,,20.0,60.0
5, 23,2300.0,55.0,,,3.6,0.0,23.0,3.0,,256.0,,20.0,55.0
5, 23,2300.0,58.0,,0.0,3.3,0.0,20.0,3.0,0.0,254.0,,20.0,65.0
5, 23,2300.0,61.0,,,2.2,0.0,16.0,1.0,,242.0,,0.0,90.0
5, 23,2300.0,64.0,,0.0,1.9,0.0,15.0,1.0,0.0,240.0,,0.0,95.0
5, 24,200.0,4.0,19.0,,6.9,0.0,19.0,4.0,,286.0,13.0,30.0,75.0
5, 24,200.0,7.0,22.0,0.0,5.1,0.0,17.0,1.0,0.0,280.0,13.0,0.0,80.0
5, 24,200.0,10.0,23.0,,2.6,0.0,14.0,3.0,,272.0,,20.0,90.0
5, 24,200.0,13.0,,0.0,1.6,0.0,13.0,1.0,0.0,267.0,,0.0,95.0
5, 24,200.0,16.0,,,1.6,0.0,13.0,3.0,,274.0,,20.0,95.0
5, 24,200.0,19.0,,0.0,1.4,0.0,13.0,1.0,0.0,278.0,,0.0,95.0
5, 24,200.0,22.0,,,1.6,0.0,16.0,1.0,,266.0,,0.0,85.0
5, 24,200.0,25.0,,0.0,2.2,0.0,20.0,1.0,0.0,273.0,,0.0,65.0
5, 24,200.0,28.0,,,3.2,0.0,21.0,1.0,,282.0,,0.0,65.0
5, 24,200.0,31.0,,0.0,3.0,0.0,19.0,1.0,0.0,280.0,,0.0,70.0
5, 24,200.0,34.0,,,1.7,0.0,16.0,1.0,,276.0,,0.0,85.0
5, 24,200.0,37.0,,0.0,1.4,0.0,14.0,1.0,0.0,270.0,,0.0,90.0
5, 24,200.0,40.0,,,1.3,0.0,14.0,1.0,,274.0,,0.0,90.0
5, 24,200.0,43.0,,0.0,1.3,0.0,14.0,1.0,0.0,204.0,,0.0,95.0
5, 24,200.0,46.0,,,1.7,0.0,17.0,3.0,,180.0,,20.0,85.0
5, 24,200.0,49.0,,0.0,2.4,0.0,22.0,3.0,0.0,217.0,,20.0,60.0
5, 24,200.0,52.0,,,3.6,0.0,23.0,3.0,,256.0,,20.0,55.0
5, 24,200.0,55.0,,0.0,3.3,0.0,20.0,3.0,0.0,254.0,,20.0,65.0
5, 24,200.0,58.0,,,2.2,0.0,16.0,1.0,,242.0,,0.0,90.0
5, 24,200.0,61.0,,0.0,1.9,0.0,15.0,1.0,0.0,240.0,,0.0,95.0
5, 24,500.0,4.0,22.0,0.0,5.1,0.0,17.0,1.0,0.0,280.0,13.0,0.0,80.0
5, 24,500.0,7.0,23.0,,2.6,0.0,14.0,3.0,,272.0,13.0,20.0,90.0
5, 24,500.0,10.0,,0.0,1.6,0.0,13.0,1.0,0.0,267.0,,0.0,95.0
5, 24,500.0,13.0,,,1.6,0.0,13.0,3.0,,274.0,,20.0,95.0
5, 24,500.0,16.0,,0.0,1.4,0.0,13.0,1.0,0.0,278.0,,0.0,95.0
5, 24,500.0,19.0,,,1.6,0.0,16.0,1.0,,266.0,,0.0,85.0
5, 24,500.0,22.0,,0.0,2.2,0.0,20.0,1.0,0.0,273.0,,0.0,65.0
5, 24,500.0,25.0,,,3.2,0.0,21.0,1.0,,282.0,,0.0,65.0
5, 24,500.0,28.0,,0.0,3.0,0.0,19.0,1.0,0.0,280.0,,0.0,70.0
5, 24,500.0,31.0,,,1.7,0.0,16.0,1.0,,276.0,,0.0,85.0
5, 24,500.0,34.0,,0.0,1.4,0.0,14.0,1.0,0.0,270.0,,0.0,90.0
5, 24,500.0,37.0,,,1.3,0.0,14.0,1.0,,274.0,,0.0,90.0
5, 24,500.0,40.0,,0.0,1.3,0.0,14.0,1.0,0.0,204.0,,0.0,95.0
5, 24,500.0,43.0,,,1.7,0.0,17.0,3.0,,180.0,,20.0,85.0
5, 24,500.0,46.0,,0.0,2.4,0.0,22.0,3.0,0.0,217.0,,20.0,60.0
5, 24,500.0,49.0,,,3.6,0.0,23.0,3.0,,256.0,,20.0,55.0
5, 24,500.0,52.0,,0.0,3.3,0.0,20.0,3.0,0.0,254.0,,20.0,65.0
5, 24,500.0,55.0,,,2.2,0.0,16.0,1.0,,242.0,,0.0,90.0
5, 24,500.0,58.0,,0.0,1.9,0.0,15.0,1.0,0.0,240.0,,0.0,95.0
5, 24,800.0,4.0,21.0,,2.8,0.0,14.0,3.0,,272.0,13.0,20.0,95.0
5, 24,800.0,7.0,24.0,0.0,1.7,0.0,13.0,1.0,0.0,270.0,13.0,0.0,95.0
5, 24,800.0,10.0,,,1.6,0.0,13.0,3.0,,255.0,,20.0,95.0
5, 24,800.0,13.0,,0.0,1.5,0.0,13.0,3.0,0.0,250.0,,20.0,95.0
5, 24,800.0,16.0,,,1.6,0.0,16.0,3.0,,243.0,,20.0,85.0
5, 24,800.0,19.0,,0.0,2.2,0.0,20.0,3.0,0.0,257.0,,20.0,70.0
5, 24,800.0,22.0,,,3.3,0.0,21.0,1.0,,272.0,,0.0,70.0
5, 24,800.0,25.0,,0.0,2.9,0.0,19.0,1.0,0.0,274.0,,0.0,70.0
5, 24,800.0,28.0,,,1.7,0.0,16.0,1.0,,257.0,,0.0,90.0
5, 24,800.0,31.0,,0.0,1.3,0.0,14.0,1.0,0.0,257.0,,0.0,95.0
5, 24,800.0,34.0,,,1.3,0.0,14.0,1.0,,252.0,,0.0,95.0
5, 24,800.0,37.0,,0.0,1.3,0.0,13.0,1.0,0.0,189.0,,0.0,95.0
5, 24,800.0,40.0,,,1.4,0.0,18.0,3.0,,180.0,,20.0,80.0
5, 24,800.0,43.0,,0.0,2.1,0.0,23.0,3.0,0.0,235.0,,20.0,60.0
5, 24,800.0,46.0,,,3.5,0.0,24.0,3.0,,258.0,,20.0,50.0
5, 24,800.0,49.0,,5.0,3.4,1.0,18.0,4.0,0.0,253.0,,60.0,80.0
5, 24,800.0,52.0,,,2.5,1.0,15.0,4.0,,233.0,,60.0,95.0
5, 24,800.0,55.0,,5.0,2.2,0.0,15.0,3.0,0.0,246.0,,20.0,95.0
5, 24,1100.0,4.0,21.0,0.0,1.7,0.0,13.0,1.0,0.0,270.0,13.0,0.0,95.0
5, 24,1100.0,7.0,24.0,,1.6,0.0,13.0,3.0,,255.0,13.0,20.0,95.0
5, 24,1100.0,10.0,,0.0,1.5,0.0,13.0,3.0,0.0,250.0,,20.0,95.0
5, 24,1100.0,13.0,,,1.6,0.0,16.0,3.0,,243.0,,20.0,85.0
5, 24,1100.0,16.0,,0.0,2.2,0.0,20.0,3.0,0.0,257.0,,20.0,70.0
5, 24,1100.0,19.0,,,3.3,0.0,21.0,1.0,,272.0,,0.0,70.0
5, 24,1100.0,22.0,,0.0,2.9,0.0,19.0,1.0,0.0,274.0,,0.0,70.0
5, 24,1100.0,25.0,,,1.7,0.0,16.0,1.0,,257.0,,0.0,90.0
5, 24,1100.0,28.0,,0.0,1.3,0.0,14.0,1.0,0.0,257.0,,0.0,95.0
5, 24,1100.0,31.0,,,1.3,0.0,14.0,1.0,,252.0,,0.0,95.0
5, 24,1100.0,34.0,,0.0,1.3,0.0,13.0,1.0,0.0,189.0,,0.0,95.0
5, 24,1100.0,37.0,,,1.4,0.0,18.0,3.0,,180.0,,20.0,80.0
5, 24,1100.0,40.0,,0.0,2.1,0.0,23.0,3.0,0.0,235.0,,20.0,60.0
5, 24,1100.0,43.0,,,3.5,0.0,24.0,3.0,,258.0,,20.0,50.0
5, 24,1100.0,46.0,,5.0,3.4,1.0,18.0,4.0,0.0,253.0,,60.0,80.0
5, 24,1100.0,49.0,,,2.5,1.0,15.0,4.0,,233.0,,60.0,95.0
5, 24,1100.0,52.0,,5.0,2.2,0.0,15.0,3.0,0.0,246.0,,20.0,95.0
5, 24,1400.0,4.0,21.0,,1.6,0.0,13.0,3.0,,255.0,13.0,20.0,95.0
5, 24,1400.0,7.0,24.0,0.0,1.5,0.0,13.0,3.0,0.0,250.0,13.0,20.0,95.0
5, 24,1400.0,10.0,,,1.6,0.0,16.0,3.0,,243.0,,20.0,85.0
5, 24,1400.0,13.0,,0.0,2.2,0.0,20.0,3.0,0.0,257.0,,20.0,70.0
5, 24,1400.0,16.0,,,3.3,0.0,21.0,1.0,,272.0,,0.0,70.0
5, 24,1400.0,19.0,,0.0,2.9,0.0,19.0,1.0,0.0,274.0,,0.0,70.0
5, 24,1400.0,22.0,,,1.7,0.0,16.0,1.0,,257.0,,0.0,90.0
5, 24,1400.0,25.0,,0.0,1.3,0.0,14.0,1.0,0.0,257.0,,0.0,95.0
5, 24,1400.0,28.0,,,1.3,0.0,14.0,1.0,,252.0,,0.0,95.0
5, 24,1400.0,31.0,,0.0,1.3,0.0,13.0,1.0,0.0,189.0,,0.0,95.0
5, 24,1400.0,34.0,,,1.4,0.0,18.0,3.0,,180.0,,20.0,80.0
5, 24,1400.0,37.0,,0.0,2.1,0.0,23.0,3.0,0.0,235.0,,20.0,60.0
5, 24,1400.0,40.0,,,3.5,0.0,24.0,3.0,,258.0,,20.0,50.0
5, 24,1400.0,43.0,,5.0,3.4,1.0,18.0,4.0,0.0,253.0,,60.0,80.0
5, 24,1400.0,46.0,,,2.5,1.0,15.0,4.0,,233.0,,60.0,95.0
5, 24,1400.0,49.0,,5.0,2.2,0.0,15.0,3.0,0.0,246.0,,20.0,95.0
5, 24,1700.0,4.0,21.0,0.0,1.5,0.0,13.0,3.0,0.0,250.0,13.0,20.0,95.0
5, 24,1700.0,7.0,24.0,,1.6,0.0,16.0,3.0,,243.0,13.0,20.0,85.0
5, 24,1700.0,10.0,,0.0,2.2,0.0,20.0,3.0,0.0,257.0,,20.0,70.0
5, 24,1700.0,13.0,,,3.3,0.0,21.0,1.0,,272.0,,0.0,70.0
5, 24,1700.0,16.0,,0.0,2.9,0.0,19.0,1.0,0.0,274.0,,0.0,70.0
5, 24,1700.0,19.0,,,1.7,0.0,16.0,1.0,,257.0,,0.0,90.0
5, 24,1700.0,22.0,,0.0,1.3,0.0,14.0,1.0,0.0,257.0,,0.0,95.0
5, 24,1700.0,25.0,,,1.3,0.0,14.0,1.0,,252.0,,0.0,95.0
5, 24,1700.0,28.0,,0.0,1.3,0.0,13.0,1.0,0.0,189.0,,0.0,95.0
5, 24,1700.0,31.0,,,1.4,0.0,18.0,3.0,,180.0,,20.0,80.0
5, 24,1700.0,34.0,,0.0,2.1,0.0,23.0,3.0,0.0,235.0,,20.0,60.0
5, 24,1700.0,37.0,,,3.5,0.0,24.0,3.0,,258.0,,20.0,50.0
5, 24,1700.0,40.0,,5.0,3.4,1.0,18.0,4.0,0.0,253.0,,60.0,80.0
5, 24,1700.0,43.0,,,2.5,1.0,15.0,4.0,,233.0,,60.0,95.0
5, 24,1700.0,46.0,,10.0,2.2,0.0,15.0,3.0,0.0,246.0,,20.0,95.0
5, 24,2000.0,4.0,20.0,,1.4,0.0,15.0,3.0,,225.0,13.0,20.0,90.0
5, 24,2000.0,7.0,24.0,0.0,2.2,0.0,19.0,3.0,0.0,246.0,13.0,20.0,75.0
5, 24,2000.0,10.0,22.0,,3.3,0.0,20.0,3.0,,275.0,,20.0,70.0
5, 24,2000.0,13.0,,0.0,2.8,0.0,19.0,3.0,0.0,287.0,,20.0,75.0
5, 24,2000.0,16.0,,,1.7,0.0,15.0,1.0,,273.0,,0.0,90.0
5, 24,2000.0,19.0,,0.0,1.3,0.0,14.0,1.0,0.0,266.0,,0.0,95.0
5, 24,2000.0,22.0,,,1.2,0.0,14.0,3.0,,215.0,,20.0,95.0
5, 24,2000.0,25.0,,0.0,1.2,0.0,13.0,4.0,0.0,145.0,,30.0,95.0
5, 24,2000.0,28.0,,,1.6,0.0,17.0,1.0,,162.0,,0.0,85.0
5, 24,2000.0,31.0,,0.0,2.1,0.0,22.0,1.0,0.0,208.0,,0.0,60.0
5, 24,2000.0,34.0,,,3.8,0.0,23.0,1.0,,250.0,,0.0,55.0
5, 24,2000.0,37.0,,5.0,3.5,1.0,17.0,4.0,0.0,248.0,,60.0,80.0
5, 24,2000.0,40.0,,,2.5,1.0,15.0,4.0,,249.0,,60.0,90.0
5, 24,2000.0,43.0,,10.0,1.9,0.0,15.0,1.0,0.0,273.0,,0.0,95.0
5, 24,2000.0,46.0,,,2.0,0.0,14.0,1.0,,276.0,,0.0,95.0
5, 24,2000.0,49.0,,0.0,1.9,0.0,13.0,1.0,0.0,276.0,,0.0,95.0
5, 24,2000.0,52.0,,,2.2,0.0,17.0,1.0,,288.0,,0.0,80.0
5, 24,2000.0,55.0,,0.0,2.9,0.0,21.0,1.0,0.0,288.0,,0.0,60.0
5, 24,2000.0,58.0,,,4.2,0.0,21.0,1.0,,284.0,,0.0,60.0
5, 24,2000.0,61.0,,0.0,3.9,0.0,19.0,1.0,0.0,274.0,,0.0,65.0
5, 24,2000.0,64.0,,,2.4,0.0,16.0,1.0,,265.0,,0.0,85.0
5, 24,2000.0,67.0,,0.0,1.8,0.0,14.0,1.0,0.0,257.0,,0.0,90.0
5, 24,2300.0,4.0,20.0,0.0,2.2,0.0,19.0,3.0,0.0,246.0,13.0,20.0,75.0
5, 24,2300.0,7.0,24.0,,3.3,0.0,20.0,3.0,,275.0,13.0,20.0,70.0
5, 24,2300.0,10.0,22.0,0.0,2.8,0.0,19.0,3.0,0.0,287.0,,20.0,75.0
5, 24,2300.0,13.0,,,1.7,0.0,15.0,1.0,,273.0,,0.0,90.0
5, 24,2300.0,16.0,,0.0,1.3,0.0,14.0,1.0,0.0,266.0,,0.0,95.0
5, 24,2300.0,19.0,,,1.2,0.0,14.0,3.0,,215.0,,20.0,95.0
5, 24,2300.0,22.0,,0.0,1.2,0.0,13.0,4.0,0.0,145.0,,30.0,95.0
5, 24,2300.0,25.0,,,1.6,0.0,17.0,1.0,,162.0,,0.0,85.0
5, 24,2300.0,28.0,,0.0,2.1,0.0,22.0,1.0,0.0,208.0,,0.0,60.0
5, 24,2300.0,31.0,,,3.8,0.0,23.0,1.0,,250.0,,0.0,55.0
5, 24,2300.0,34.0,,5.0,3.5,1.0,17.0,4.0,0.0,248.0,,60.0,80.0
5, 24,2300.0,37.0,,,2.5,1.0,15.0,4.0,,249.0,,60.0,90.0
5, 24,2300.0,40.0,,10.0,1.9,0.0,15.0,1.0,0.0,273.0,,0.0,95.0
5, 24,2300.0,43.0,,,2.0,0.0,14.0,1.0,,276.0,,0.0,95.0
5, 24,2300.0,46.0,,0.0,1.9,0.0,13.0,1.0,0.0,276.0,,0.0,95.0
5, 24,2300.0,49.0,,,2.2,0.0,17.0,1.0,,288.0,,0.0,80.0
5, 24,2300.0,52.0,,0.0,2.9,0.0,21.0,1.0,0.0,288.0,,0.0,60.0
5, 24,2300.0,55.0,,,4.2,0.0,21.0,1.0,,284.0,,0.0,60.0
5, 24,2300.0,58.0,,0.0,3.9,0.0,19.0,1.0,0.0,274.0,,0.0,65.0
5, 24,2300.0,61.0,,,2.4,0.0,16.0,1.0,,265.0,,0.0,85.0
5, 24,2300.0,64.0,,0.0,1.8,0.0,14.0,1.0,0.0,257.0,,0.0,90.0
5, 25,200.0,4.0,20.0,,3.3,0.0,20.0,3.0,,275.0,13.0,20.0,70.0
5, 25,200.0,7.0,24.0,0.0,2.8,0.0,19.0,3.0,0.0,287.0,13.0,20.0,75.0
5, 25,200.0,10.0,22.0,,1.7,0.0,15.0,1.0,,273.0,,0.0,90.0
5, 25,200.0,13.0,,0.0,1.3,0.0,14.0,1.0,0.0,266.0,,0.0,95.0
5, 25,200.0,16.0,,,1.2,0.0,14.0,3.0,,215.0,,20.0,95.0
5, 25,200.0,19.0,,0.0,1.2,0.0,13.0,4.0,0.0,145.0,,30.0,95.0
5, 25,200.0,22.0,,,1.6,0.0,17.0,1.0,,162.0,,0.0,85.0
5, 25,200.0,25.0,,0.0,2.1,0.0,22.0,1.0,0.0,208.0,,0.0,60.0
5, 25,200.0,28.0,,,3.8,0.0,23.0,1.0,,250.0,,0.0,55.0
5, 25,200.0,31.0,,5.0,3.5,1.0,17.0,4.0,0.0,248.0,,60.0,80.0
5, 25,200.0,34.0,,,2.5,1.0,15.0,4.0,,249.0,,60.0,90.0
